clientid;x;y
1011;155.4245251;432.8030683
1012;3.026272632;445.7353784
1013;499.3883365;757.6586233
1014;496.7532924;193.3027301
1015;685.1395228;581.4348676
1016;938.386753;342.3805409
1017;206.8388023;47.95730167
1018;604.6137706;259.587912
1019;253.0260933;375.535299
1020;948.7228657;336.3497117
1021;327.1312044;714.8260456
1022;558.1358111;64.94973686
1023;139.3374742;330.4424598
1024;605.6967086;778.8751707
1025;597.3351807;852.1888671
1026;967.951242;166.3090678
1027;632.3665743;318.0732279
1028;352.5201646;502.0725845
1029;493.402169;10.23257107
1030;510.8092896;160.5427508
1031;530.2613947;633.859595
1032;585.326745;756.942029
1033;855.6478415;34.56973392
1034;667.6576994;456.447017
1035;724.8485651;618.9934123
1036;670.060976;28.13355475
1037;610.0359682;805.2250961
1038;662.8890489;820.3807532
1039;474.8999644;307.4242718
1040;872.667065;286.5016333
1041;723.2691316;231.9843851
1042;961.8504631;232.890463
1043;658.7097832;830.0257099
1044;258.63446;373.8107223
1045;529.2897239;105.2031632
1046;484.9575879;116.5734963
1047;608.9891955;365.3127231
1048;997.3109849;263.8721778
1049;880.6594139;315.0713153
1050;474.862365;142.8548809
1051;158.1065889;868.1891313
1052;483.2243469;287.7731341
1053;518.3448014;186.1692058
1054;830.223461;18.97001175
1055;220.2647488;59.67326812
1056;364.3228189;18.35834504
1057;906.1319412;590.1393082
1058;574.6602312;57.11361275
1059;832.2472887;225.5575303
1060;200.4626234;414.1153777
1061;479.63537;218.6059338
1062;978.0806414;260.7433977
1063;275.9283829;411.7588358
1064;500.8674164;143.7954042
1065;753.486744;566.2138098
1066;842.9072446;181.4193923
1067;191.7143464;988.503359
1068;717.9682872;50.57394432
1069;50.18545404;728.2743905
1070;980.6192285;165.1526049
1071;834.8102082;230.8152345
1072;321.6508855;60.16043014
1073;722.6719402;169.5913602
1074;703.8425628;203.6942461
1075;538.7183949;799.8046796
1076;863.8663765;32.18328884
1077;17.35103165;607.548294
1078;977.7667682;93.70825847
1079;502.2270259;393.3315844
1080;706.5461253;32.37965225
1081;418.8557723;619.821607
1082;649.7036896;857.2752618
1083;142.3878105;286.5025188
1084;475.9924224;761.8963695
1085;610.5884491;98.51511716
1086;506.9887168;4.986651492
1087;364.5131956;43.09717523
1088;577.6052106;953.5354874
1089;986.6651132;881.4169899
1090;958.204352;828.7997014
1091;311.6761807;810.8581219
1092;451.5364327;313.0049572
1093;943.1889068;766.0094853
1094;84.2856416;382.2944496
1095;395.4964043;281.6748751
1096;229.5125886;394.4096321
1097;426.0203607;261.8694118
1098;700.8800738;167.2644943
1099;904.7637957;518.2465739
1100;453.559969;15.81235612
1101;268.6034292;370.3489573
1102;18.56199746;141.2061944
1103;264.2076975;450.0032223
1104;231.2412794;887.6088926
1105;88.24760192;524.3911484
1106;384.6343215;167.3529754
1107;326.1950675;836.254645
1108;398.7590807;45.24017328
1109;256.2933768;559.0662429
1110;836.410829;622.7198281
1111;983.7062765;167.833563
1112;217.0311587;480.7497443
1113;531.1746447;89.65244641
1114;712.2239283;155.0975696
1115;717.6842489;849.5608297
1116;580.0389103;229.5645448
1117;798.4995116;481.241584
1118;360.1765714;142.5621012
1119;225.7254955;714.0372676
1120;511.1482272;341.9846666
1121;597.9064052;353.707584
1122;267.6403922;851.0787931
1123;161.7692821;729.5010673
1124;150.8135941;370.8709231
1125;125.1128862;842.3148144
1126;299.8804135;406.0931693
1127;655.0495718;892.0855184
1128;155.8050944;465.6475803
1129;140.8357199;517.6219423
1130;650.9446088;176.3530779
1131;223.9864763;763.713228
1132;562.5935664;373.1372207
1133;891.8709618;706.3717393
1134;771.5844355;9.589561935
1135;80.86250316;668.9390541
1136;350.9227237;239.6658711
1137;984.9367921;609.6519263
1138;285.9862989;479.529402
1139;831.3396635;248.1719103
1140;582.4438706;135.7932503
1141;670.2322347;210.4004101
1142;521.3159268;37.73262687
1143;977.4210423;98.82095085
1144;522.69697;299.1740652
1145;283.6657276;949.0059828
1146;392.8323867;728.4824149
1147;611.0641433;793.3763931
1148;729.1310597;572.0574716
1149;629.8356304;369.5412908
1150;80.07188507;662.0390681
1151;512.8394822;716.3624545
1152;180.461251;753.2372534
1153;120.9346737;487.7731311
1154;84.74542606;366.8163918
1155;741.0778069;72.55306525
1156;609.2960457;238.6618127
1157;758.6527008;630.1915268
1158;73.06316709;302.6307963
1159;965.70494;566.5124057
1160;715.6185568;174.6547956
1161;656.1593268;42.41756443
1162;742.476771;328.9653222
1163;283.2102296;509.1437541
1164;514.7277469;960.4666281
1165;940.0189785;220.7494368
1166;856.4124475;368.6156526
1167;821.8046616;3.401194114
1168;3.829546351;674.5825249
1169;548.7673624;118.0262746
1170;440.4856501;739.6952462
1171;569.245081;1.600432305
1172;481.1770079;690.6816252
1173;247.7715426;39.2472556
1174;794.7994662;476.91845
1175;264.0995185;944.1037345
1176;626.2216815;819.6385372
1177;258.7394021;378.1651977
1178;652.8001603;418.7263018
1179;349.2140292;638.8846172
1180;606.4018354;243.4618621
1181;934.6949324;489.5005742
1182;467.9664182;101.3499475
1183;793.6448673;537.2930517
1184;10.02079621;642.139321
1185;878.9288033;669.9610448
1186;485.8791662;369.9364202
1187;738.483988;927.5618087
1188;884.1755987;452.2176025
1189;228.3052875;569.3197768
1190;744.6573053;503.1343093
1191;726.727181;888.1504101
1192;311.085921;207.6624175
1193;766.9845317;192.7457689
1194;426.1781115;4.114400726
1195;751.2341141;642.2154255
1196;172.5276824;670.8821133
1197;382.9677338;696.0358803
1198;760.608321;380.8451477
1199;381.7050607;483.5251119
1200;205.893093;710.0279871
1201;820.827871;148.6827672
1202;876.3446582;544.6145173
1203;350.9226759;232.7852173
1204;524.6820174;708.733716
1205;522.1150749;892.6107413
1206;66.62524757;216.5753787
1207;227.7156584;357.6222701
1208;476.2557492;174.5890544
1209;733.4212489;244.7888555
1210;404.6338726;13.22222401
1211;265.3952659;385.946769
1212;192.6632183;533.519098
1213;920.7328055;450.573715
1214;498.0904923;218.6692209
1215;233.9335126;368.8148896
1216;29.82412635;295.351404
1217;528.9880707;222.1407774
1218;228.5152381;688.7968858
1219;598.1640592;156.2625411
1220;692.6590128;514.5948637
1221;579.0277768;64.4220578
1222;440.705227;306.3049493
1223;774.9353076;231.5532914
1224;80.17719249;586.6491503
1225;141.3140075;468.7823773
1226;498.6437555;788.2835344
1227;879.618288;128.9970981
1228;575.2930185;811.2883971
1229;442.6574985;873.6333104
1230;442.5637305;837.6196985
1231;729.1675537;37.80130218
1232;877.5896476;691.9059292
1233;336.6644822;660.8063668
1234;40.67084843;239.4054974
1235;549.2994708;68.3562094
1236;964.5556979;254.6585805
1237;694.2350587;552.0711726
1238;182.2775956;318.0072265
1239;431.6983424;265.0300936
1240;300.2761454;756.0175114
1241;692.8255567;66.70236259
1242;378.4745407;504.229819
1243;200.9314814;594.0260863
1244;505.9641609;377.03064
1245;999.293545;422.2174766
1246;725.7744146;136.2234355
1247;18.71920905;624.5705179
1248;211.6828214;448.5599433
1249;560.5943134;106.0957699
1250;43.30681518;644.16677
1251;148.7140818;320.6129119
1252;296.4154467;792.8403944
1253;649.7187916;501.7590015
1254;160.8788535;428.8503942
1255;245.239534;111.4937632
1256;332.5298033;492.2593029
1257;891.7191932;562.1651784
1258;448.3296557;205.8326109
1259;40.25522844;969.3087919
1260;757.0552198;206.1370041
1261;455.4834563;725.2613461
1262;810.6096128;380.8085283
1263;466.1783479;785.9600104
1264;318.4032753;121.6096566
1265;864.9945262;84.61306073
1266;48.45410313;874.1150835
1267;526.787427;360.446316
1268;550.3602272;68.41372413
1269;22.05726345;196.292665
1270;256.9871942;692.3478507
1271;255.9035665;404.6425709
1272;811.7893842;122.1787501
1273;82.68467818;788.4800408
1274;673.859311;461.0097415
1275;226.6758509;634.274032
1276;128.8083342;287.2300564
1277;422.2341912;735.5692766
1278;644.8052712;762.1923106
1279;509.4577796;20.6552926
1280;468.358884;110.9013057
1281;587.2361654;432.1797392
1282;917.6753709;221.089641
1283;893.0095884;374.8624168
1284;48.21129506;541.234587
1285;934.8334238;316.2005152
1286;859.5481299;48.2748741
1287;824.7320795;91.69240658
1288;796.1078858;18.60020781
1289;747.413377;350.8479447
1290;428.7229688;252.3743473
1291;950.2978333;569.7657023
1292;975.7247682;255.8204458
1293;669.4804509;143.3681146
1294;998.0901732;186.6378731
1295;443.5841521;305.7866802
1296;763.4913547;53.61584484
1297;517.0681749;68.82452687
1298;187.4309378;898.6145284
1299;743.5345092;55.58114272
1300;910.729716;756.8710493
1301;703.4484694;47.52892554
1302;643.4109541;133.9562114
1303;910.705138;107.5415626
1304;544.2310383;788.0498519
1305;207.3655181;4.907735426
1306;840.0267645;532.4382145
1307;419.3500291;881.5607058
1308;671.6411005;220.3816003
1309;328.0057661;66.7757675
1310;629.5762007;876.6891397
1311;659.974;361.1966348
1312;212.2059452;571.8701172
1313;48.37080221;323.2835782
1314;863.7708203;629.8393755
1315;461.1876013;35.89787558
1316;519.4289534;298.3239328
1317;717.4921004;62.49813417
1318;60.69930744;410.3789206
1319;289.6440729;504.2302139
1320;795.5018317;427.4745793
1321;245.5609753;666.9556795
1322;624.56274;909.9985682
1323;504.1628509;196.5946011
1324;944.3685205;43.92346225
1325;56.44594457;729.3920893
1326;751.032586;371.7531144
1327;620.4323397;836.0661165
1328;41.3295742;151.5867006
1329;724.0045572;284.1406956
1330;580.7584945;412.3687196
1331;676.0618778;9.364129991
1332;175.9579979;730.189551
1333;625.8067158;105.5984307
1334;379.1186164;649.0277043
1335;827.8444133;312.6044045
1336;489.5861697;716.6861888
1337;134.3087126;283.4047087
1338;449.6298369;16.76450336
1339;747.1277009;370.5170233
1340;454.8441136;170.7095163
1341;909.8147664;379.6968575
1342;931.2330487;305.1286908
1343;352.9885433;835.9598572
1344;673.0256737;920.854224
1345;287.1308812;119.4724749
1346;784.2999461;274.4691322
1347;184.7668027;739.9454387
1348;559.048175;839.0653925
1349;242.9416646;551.3153508
1350;722.4303815;508.5122855
1351;551.4916769;325.9875064
1352;520.523078;621.6369518
1353;135.6284683;775.5089791
1354;862.9254686;978.5207819
1355;662.9100489;494.4408745
1356;899.2824034;553.0611732
1357;152.7670325;641.3037571
1358;880.0080314;404.2825568
1359;371.3573075;737.5472158
1360;25.77882831;260.2873516
1361;741.9165281;12.88632563
1362;759.7467578;911.6929426
1363;133.0064895;533.8614105
1364;589.4249704;246.7154666
1365;116.5207223;573.2046887
1366;344.2912886;507.2300272
1367;786.224026;239.4732792
1368;180.8207263;594.0424887
1369;904.0180008;314.1837391
1370;229.7468666;348.2364877
1371;121.2632012;309.7425595
1372;186.4349961;65.32805057
1373;402.3671074;280.5547531
1374;535.8105671;914.4396707
1375;114.2149128;705.7816822
1376;262.7795312;519.1589832
1377;808.9703055;357.7504177
1378;506.3742372;233.408297
1379;510.2309474;238.2734555
1380;120.443332;430.4919856
1381;576.6885289;981.0492365
1382;822.2024107;558.1902205
1383;895.8647145;385.5424408
1384;561.557681;48.18520389
1385;21.60620759;376.3096624
1386;886.8765573;769.2132808
1387;228.6045554;32.01759725
1388;310.6919304;182.0596881
1389;493.4257981;245.7500682
1390;526.8222227;990.9995382
1391;363.4409043;178.1190611
1392;445.6325975;735.2438023
1393;739.8130569;175.9785157
1394;504.5154597;319.0205112
1395;312.0380719;81.50761425
1396;686.7451287;36.66035611
1397;543.1881888;993.7698876
1398;970.0810608;45.49049087
1399;852.8107377;164.0595955
1400;396.3171334;102.8683259
1401;670.4325737;446.2621224
1402;412.1296121;555.2381132
1403;246.1747442;521.555584
1404;321.0989747;27.3069728
1405;161.877707;475.8044709
1406;520.4943891;179.993906
1407;516.9107545;745.8286333
1408;632.8509336;900.365067
1409;723.4840155;879.9041928
1410;963.6641409;36.19729914
1411;981.7388125;494.4561996
1412;918.5894304;73.8179143
1413;576.6285568;452.1621881
1414;583.1742796;704.1800961
1415;129.4865185;639.0918869
1416;863.7446527;166.0276466
1417;835.4629669;255.8346779
1418;579.3699718;774.0535671
1419;527.6030033;105.1528214
1420;139.1974008;550.8553972
1421;506.1252541;778.6875421
1422;581.1776443;718.3558103
1423;927.670894;211.7509235
1424;624.1748736;726.7962355
1425;908.7925555;337.1773139
1426;88.86648778;215.8988764
1427;153.5391404;572.3072395
1428;143.1336997;370.9158546
1429;308.9417005;31.0958486
1430;728.8776964;56.04421353
1431;240.4886897;724.6494363
1432;280.0361827;129.9211012
1433;625.8604357;509.0280682
1434;855.2501075;615.1245259
1435;635.6825144;451.9225363
1436;753.9167687;166.8041172
1437;93.35527506;472.2801931
1438;569.6961841;343.8556516
1439;728.5662714;980.4891385
1440;604.489736;92.32615764
1441;746.8244056;121.4082595
1442;866.4686148;434.2869592
1443;526.7649165;913.3137563
1444;700.3003706;102.0821149
1445;57.43114715;249.873786
1446;342.2132007;667.5812104
1447;768.1864348;359.2418877
1448;546.792213;197.8053846
1449;802.8308102;651.8504287
1450;9.166772187;293.8777744
1451;520.8519467;888.2895368
1452;905.5863514;671.4973394
1453;602.1905188;124.2331575
1454;714.8263048;896.3015416
1455;381.0849577;869.016084
1456;769.3667737;917.8314004
1457;378.9592507;825.2939493
1458;507.4093283;63.7910893
1459;929.4797977;442.4780475
1460;859.3177103;605.0454287
1461;793.3086868;942.7795866
1462;930.6535602;754.8550888
1463;207.5008246;582.1480616
1464;658.2728534;484.0095084
1465;241.4679677;109.6294575
1466;501.8811811;146.8261776
1467;815.3891345;434.6907546
1468;859.8089115;398.1905463
1469;978.3818938;814.8803285
1470;522.385932;161.3500872
1471;904.9731033;655.0365987
1472;395.772674;787.612432
1473;476.1955076;251.138302
1474;507.1642758;313.4835631
1475;557.8161305;328.4798157
1476;690.4370033;961.2662521
1477;647.6244288;194.7027855
1478;636.9171952;7.932273759
1479;424.5081414;54.66357081
1480;141.6628971;560.7969339
1481;908.0645129;736.364554
1482;499.9801249;853.6151741
1483;472.0400387;173.7561955
1484;500.8120934;298.7751922
1485;659.281266;441.9012795
1486;684.2384988;205.3323367
1487;546.7858377;662.345016
1488;549.7209386;53.99866169
1489;758.9908912;144.3674989
1490;119.4093379;498.4116848
1491;725.8057787;14.69833278
1492;901.0965497;82.95589003
1493;558.0891891;449.04094
1494;711.046714;224.076113
1495;909.184592;444.9247711
1496;286.533357;130.8434826
1497;662.4678337;206.8020128
1498;794.0798263;145.9529728
1499;433.0043248;298.4679828
1500;420.288642;857.9503606
1501;658.0984345;15.40147865
1502;101.7825345;609.6653208
1503;863.6242072;23.1254148
1504;551.8668681;134.900823
1505;958.3310869;331.9369608
1506;265.9031066;873.4543237
1507;819.8028617;375.6882432
1508;573.076892;685.8835417
1509;291.5185282;13.27412941
1510;479.5077399;999.7317196
1511;495.263949;342.4683633
1512;294.208469;139.9330955
1513;451.1843149;667.7046645
1514;767.934577;141.6990218
1515;871.0706041;150.7867291
1516;97.31330403;553.163862
1517;721.0154505;311.7684566
1518;235.0343325;33.5750208
1519;927.6606255;774.9923285
1520;243.3005385;86.52764874
1521;488.6103627;758.7015774
1522;957.2293176;799.2747064
1523;130.8923553;294.5342207
1524;559.9245313;449.1995889
1525;468.8189339;267.0836826
1526;210.2296547;5.90012538
1527;679.1236912;200.1397832
1528;696.5329208;531.2828915
1529;4.670512126;952.2662238
1530;517.3372567;854.1293624
1531;703.2636275;373.506411
1532;567.5843158;952.951226
1533;117.0141446;473.587758
1534;543.3636718;405.3642532
1535;921.3631872;153.9149533
1536;552.523245;17.90770753
1537;683.503982;502.7730836
1538;195.9930741;993.2605544
1539;888.3621652;153.1262519
1540;530.2880398;63.15292449
1541;234.3184913;413.5444263
1542;354.5722405;91.01029756
1543;739.2795059;934.7549066
1544;834.8156442;286.2780588
1545;184.42812;618.2395125
1546;864.5916266;95.13825104
1547;172.9250478;31.49559915
1548;382.37647;814.1374445
1549;564.5177302;252.8555563
1550;312.4463446;657.5029423
1551;423.329718;705.1972721
1552;224.605563;931.7222064
1553;394.4844412;863.904054
1554;495.3466396;623.1009629
1555;610.2248827;402.003622
1556;648.303527;302.9292058
1557;160.3733552;492.8666069
1558;691.1009713;854.10281
1559;415.7310205;227.0582764
1560;89.11612755;343.9542361
1561;652.1997784;76.98849131
1562;816.9019182;123.244837
1563;426.362346;248.4501425
1564;833.4726555;248.8797257
1565;60.38184991;639.8762571
1566;255.2239677;83.87029364
1567;471.3173907;254.2884016
1568;707.1094396;275.7010554
1569;135.1225081;909.1702606
1570;192.0590424;643.0378436
1571;628.209628;300.2619709
1572;992.4649706;54.93193789
1573;843.126042;555.0825038
1574;470.7099348;643.9659118
1575;68.4792238;757.5709754
1576;293.089105;918.1034026
1577;131.7094498;442.6863637
1578;509.8284691;78.948799
1579;173.2073127;391.9238547
1580;183.5550603;494.797914
1581;475.8174232;58.27380836
1582;856.3718363;119.6581342
1583;639.9404833;246.3325111
1584;559.6361067;142.7227244
1585;553.3169489;660.4540971
1586;672.8111774;5.674119428
1587;572.6514888;984.0621187
1588;443.1166015;909.1587077
1589;294.3459171;189.5490619
1590;348.6235602;49.47301799
1591;92.58762933;617.9523941
1592;704.1796682;44.16985999
1593;274.9664314;800.3855194
1594;394.1682083;162.5675126
1595;424.6906014;614.260294
1596;131.237463;404.5072718
1597;309.4537088;40.47916301
1598;597.2199382;298.5129234
1599;766.1008106;992.1149388
1600;943.5310301;418.819175
1601;604.850197;962.2639294
1602;283.3960555;419.8003912
1603;981.5415428;35.92912767
1604;461.2732648;12.37795745
1605;532.8943641;280.7689446
1606;562.6623586;837.8073599
1607;967.6881098;280.3672413
1608;793.456117;304.3179693
1609;677.4021898;954.8108221
1610;425.6444201;30.86881326
1611;264.828367;776.8923745
1612;805.5799047;389.5796286
1613;278.5070397;606.0954573
1614;320.5152915;122.889413
1615;508.4958301;236.1104056
1616;879.0188635;648.4639139
1617;695.9447756;799.2461574
1618;694.1495411;468.5360655
1619;189.9810092;478.1486106
1620;322.6530574;549.8586172
1621;724.0156889;264.9745483
1622;69.07397253;496.2417559
1623;292.096107;121.04344
1624;633.3277521;950.9859162
1625;372.2112165;66.42664889
1626;818.138577;84.84741392
1627;841.5878035;642.894904
1628;859.8554528;155.1426597
1629;699.345822;341.4704156
1630;642.6080368;534.175449
1631;656.835159;224.2587886
1632;730.5808144;933.5865745
1633;448.3744527;329.1028665
1634;212.0306543;471.6553994
1635;151.0488083;340.0818291
1636;658.5011854;8.960672503
1637;817.2727394;230.2485542
1638;454.8279316;92.48500288
1639;250.7575019;119.0877929
1640;492.9995857;819.4823739
1641;625.1561984;312.0681291
1642;245.7371138;370.234808
1643;715.9591321;929.3193974
1644;702.2353897;845.2219818
1645;441.2153949;320.332142
1646;639.7963025;145.4705295
1647;681.8858813;217.4402459
1648;711.1652229;168.8608882
1649;144.7627876;456.5851323
1650;626.8594475;741.3165439
1651;159.0423295;426.0601787
1652;304.555257;66.48411008
1653;499.9989496;157.5432926
1654;677.6359668;920.4809409
1655;294.0431485;564.1709067
1656;598.7071094;78.38272213
1657;78.73733441;204.1874264
1658;794.6181362;607.7473742
1659;22.14304001;447.6647402
1660;640.4803621;189.2474578
1661;75.34941486;640.4780209
1662;285.382256;906.0681358
1663;316.9807378;156.932076
1664;292.4190399;641.6594845
1665;956.5202723;175.5686947
1666;774.9045299;435.7073451
1667;698.4174703;286.0032383
1668;844.91466;211.0699799
1669;146.0476575;550.5628898
1670;57.36902743;711.8734271
1671;763.4668528;438.1152858
1672;349.8038026;695.9715375
1673;209.2024445;514.3422081
1674;281.4308124;401.6594737
1675;853.6741519;314.9819449
1676;652.2417614;188.8887994
1677;189.9453564;800.8856117
1678;882.4970666;336.4275309
1679;555.575002;32.21527472
1680;676.9923927;181.9264436
1681;537.5951104;57.13897842
1682;191.3083385;474.5067688
1683;164.7749989;411.7048697
1684;406.8618088;662.0021545
1685;186.4138943;794.7444903
1686;586.5630338;175.9286989
1687;835.4167311;673.0599257
1688;982.2142714;674.5153553
1689;310.6534566;575.54928
1690;768.5157702;315.7510768
1691;384.9670686;81.00110256
1692;122.237394;288.6452439
1693;148.3703446;290.7710321
1694;648.9323303;991.3270217
1695;150.896089;458.1478187
1696;424.1853497;757.4849701
1697;76.23036845;554.9681175
1698;572.3496015;930.7334523
1699;596.0336552;42.70141197
1700;542.3686018;683.8103521
1701;531.3564766;78.94299473
1702;176.5356759;430.1755313
1703;827.2268704;446.2877374
1704;161.9884684;27.49366709
1705;352.3905313;90.05373678
1706;0.578691566;174.7386544
1707;431.0553541;758.3154642
1708;864.7874685;188.0651566
1709;822.8353384;255.0025163
1710;498.1062984;100.974268
1711;356.3368672;754.9432868
1712;580.2327799;55.44456137
1713;127.4337635;547.3267862
1714;964.7246118;794.3387333
1715;258.0457252;822.6320901
1716;669.3334459;266.4099426
1717;595.5538522;458.1213161
1718;126.8385752;519.0158336
1719;592.6412176;870.9449051
1720;425.6999341;640.8242571
1721;500.9711461;131.556689
1722;654.6849328;985.2916107
1723;20.39476023;850.6952665
1724;190.635511;28.79065835
1725;782.2104767;936.8806437
1726;254.8740163;537.4933838
1727;638.4449591;150.2710397
1728;24.45541211;678.0889551
1729;813.9113048;344.8951499
1730;514.5473437;333.0529909
1731;530.7564994;922.1396908
1732;920.0132341;161.3711234
1733;912.7456849;456.3542789
1734;650.3187905;13.99596616
1735;972.6057654;283.4217857
1736;301.5675056;603.2079975
1737;842.2435423;979.0062471
1738;365.9717467;849.0823885
1739;784.9610114;74.60375795
1740;191.4902838;3.668580891
1741;125.0664503;434.1915441
1742;720.3696853;258.1828152
1743;351.4914839;656.9699392
1744;343.5761319;63.22004538
1745;658.3279705;328.9324359
1746;258.2148831;818.9293212
1747;893.6953242;129.9170388
1748;89.632539;515.7800292
1749;46.71684752;435.8891513
1750;56.26744401;443.7778959
1751;492.7636508;689.7398582
1752;575.9617846;695.2883731
1753;554.473898;196.3611903
1754;955.3155749;78.03230928
1755;106.6921669;704.7877983
1756;222.6039647;74.14274969
1757;488.3078289;810.7897222
1758;592.0500526;699.4917137
1759;801.8732818;359.1056293
1760;616.9665274;86.15647921
1761;354.2954065;916.9021241
1762;111.5464588;384.834823
1763;540.5743698;326.8095221
1764;46.54686711;321.1778674
1765;100.5666622;496.2112141
1766;89.62497701;474.4798502
1767;141.8783584;929.4532387
1768;433.043255;205.4886803
1769;44.62847263;429.6916916
1770;430.977102;994.5279741
1771;337.6736285;716.9872744
1772;570.8206285;435.4119106
1773;349.8452407;54.07537076
1774;688.5450943;88.29278935
1775;1.738971332;623.9278023
1776;465.3156937;216.8218547
1777;191.3896362;65.82181786
1778;494.2904114;335.0269
1779;527.9045782;220.7576775
1780;578.6676572;946.6749819
1781;415.2525834;248.9154319
1782;812.5663121;441.5307708
1783;41.94045115;238.194674
1784;441.7089393;141.7644691
1785;663.4844395;501.4289485
1786;259.792077;51.9597712
1787;748.16188;928.3480848
1788;847.7016423;11.33017616
1789;754.3107937;83.22616072
1790;806.7035266;31.28979115
1791;628.8797651;942.8424201
1792;856.159088;276.9166804
1793;84.69415579;323.4791505
1794;898.5961321;342.9221261
1795;154.2611492;272.6819284
1796;6.62086312;272.9153923
1797;827.1363053;2.381669758
1798;894.1244454;301.8688984
1799;259.258204;520.2326471
1800;699.9661886;139.8310825
1801;129.6001535;247.4519563
1802;443.6867164;32.91152189
1803;966.9051949;66.76856105
1804;646.8804245;763.1488977
1805;336.955273;628.9111869
1806;328.6743954;170.9589752
1807;699.7886576;800.5625656
1808;633.3076194;50.45358728
1809;264.6228018;373.4274386
1810;820.8425207;269.0584739
1811;975.4144573;672.4807595
1812;727.862953;538.7733744
1813;371.836885;527.8052705
1814;362.6617091;91.67225814
1815;850.6780722;99.51428226
1816;857.9038013;161.0093552
1817;727.3059344;452.5865505
1818;295.2491213;570.1400937
1819;214.667522;774.5667852
1820;767.4994127;159.0066981
1821;424.227425;56.90134197
1822;326.8708153;138.8590313
1823;281.2369083;916.2625568
1824;117.6141625;744.6244842
1825;961.5419739;96.52522227
1826;509.2355575;232.2479691
1827;754.565691;589.8944231
1828;739.7930076;130.8296447
1829;591.4813976;958.9702396
1830;178.6717369;575.66526
1831;868.2045035;250.4277508
1832;864.8800917;256.2847889
1833;576.6067127;388.0163165
1834;254.2489298;853.858614
1835;893.0723478;676.5050263
1836;521.6101767;856.8841408
1837;665.5774008;120.8574745
1838;447.222012;880.2317104
1839;710.6770826;56.78679651
1840;552.161186;108.1078196
1841;65.0035124;599.9132212
1842;411.9471406;887.3135364
1843;584.6122203;407.4632957
1844;450.0807181;240.34912
1845;517.1106972;970.2997741
1846;761.8585629;524.164613
1847;694.0747762;956.5749996
1848;663.8720279;23.78968362
1849;840.1566759;150.3741435
1850;214.6167379;513.1587519
1851;770.5742494;281.8960724
1852;627.8066464;354.4162759
1853;300.7940121;511.4241789
1854;824.6895855;122.2465875
1855;205.1463135;419.9498555
1856;970.3987679;471.3294227
1857;472.1438569;132.6542361
1858;656.8114033;989.372513
1859;772.3011713;149.4344198
1860;491.2990548;127.2915777
1861;170.4798719;298.398966
1862;591.7608429;265.7047748
1863;344.1670757;69.98970206
1864;123.7303194;264.4036972
1865;466.7722912;920.3053412
1866;447.1986454;9.617324801
1867;143.5707307;535.0889378
1868;936.2856544;54.4889565
1869;484.5271195;178.0600288
1870;877.8925616;351.016338
1871;683.95388;51.54213882
1872;205.1516412;667.9556326
1873;391.4217914;761.7027834
1874;546.2546533;776.827402
1875;13.61658371;316.7394844
1876;902.6247983;29.03431512
1877;691.7845832;553.7539318
1878;962.8087837;492.8599459
1879;96.9899368;448.8851048
1880;54.38001946;541.4864357
1881;208.1735577;11.19082941
1882;680.5405105;120.8179079
1883;484.805317;655.1563203
1884;372.7403746;87.48737864
1885;942.852142;38.29518107
1886;585.6909759;20.95354224
1887;690.732161;930.2662228
1888;655.3236443;878.3008138
1889;599.3152155;95.23798605
1890;219.6486962;796.3063157
1891;116.0791493;858.070602
1892;499.8931312;150.4321785
1893;822.8160796;476.9712861
1894;768.1323997;161.5452101
1895;758.7531448;300.5293273
1896;720.0202764;400.236502
1897;683.4234741;427.3821653
1898;74.3972743;188.8108734
1899;900.4885723;777.6851495
1900;123.3636547;354.2531424
1901;602.0720148;828.3653752
1902;212.889987;551.7184292
1903;464.5699093;176.887758
1904;673.5148166;419.740818
1905;1.417949204;670.5506741
1906;289.9697529;182.8521173
1907;71.81918267;764.714787
1908;569.5189522;862.0865077
1909;945.2964564;508.6938857
1910;540.9357272;125.7643512
1911;404.8059742;673.3001588
1912;919.6383682;235.6325716
1913;406.2690143;956.1999604
1914;414.6665093;160.7585871
1915;732.6235993;874.0490886
1916;549.5482767;865.9506806
1917;566.6294621;785.05739
1918;454.005892;342.768873
1919;941.4932554;692.2883945
1920;1.568244322;978.1969495
1921;141.7154822;675.2051759
1922;887.0932726;116.9772903
1923;160.115381;299.1508954
1924;69.03283617;614.7397689
1925;450.3376942;842.3314868
1926;968.964126;82.04110443
1927;500.9738833;130.9591675
1928;840.0430688;596.4484
1929;567.1007595;357.4223326
1930;815.2291917;714.3855239
1931;418.6966116;545.6952297
1932;988.5620232;848.8125944
1933;85.49878657;817.5286619
1934;793.5663552;69.25445846
1935;529.2200373;138.5843844
1936;373.4361712;963.99413
1937;718.4533563;118.4024704
1938;640.4070484;269.5239185
1939;997.6278524;529.9908395
1940;211.6079001;111.0409538
1941;788.0821722;909.2943519
1942;794.477956;264.7778606
1943;731.7361352;951.6447438
1944;253.8221876;518.4285315
1945;286.6964667;824.9575419
1946;289.6864731;452.043138
1947;392.6075662;6.738451607
1948;264.5362117;84.78914231
1949;354.2991106;202.6576154
1950;600.9775177;725.283529
1951;471.8875457;861.0888678
1952;767.127106;531.8099503
1953;564.9424275;70.10882376
1954;639.1290106;127.226629
1955;543.8643289;174.2562522
1956;495.0949186;282.3055056
